,tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating,Comments,Tags
293,Mathematics,1085,University of Chicago,Dana,,Mendelson,2387076,0,zero,TEACHER,PROFESSOR,N/A,[],[]
294,Linguistics,1085,University of Chicago,Jason,,Merchant,206466,8,good,TEACHER,PROFESSOR,3.5,"['HE IS THE BEST PERSON.  Smarter than anything.  Also a very kind person.  Also, did I mention that he is brilliant.', ""He's not smug.  He knows his stuff.  He is an incredible teacher and though he comes across as an ass, he's very sweet and helpful once you're not afraid to ask."", 'organized beyond my wildest dreams', 'insanely smart and ultimately an excellent teacher--syntax-1 was my best class at UofC, in terms of how much I got out of it and how much i still get out of it from my notes.  a class with merchant is the gift that keeps on giving.', 'a quote, arrived at by democratic discussion amongst several people in the class:  when jason works out, he sweats lavender.  he\'s also under the impression that students are an alien species, suffering from diseases like ""asking questions"", who', ""He's arrogant, but he's fair.  You'll learn plenty if you can stand to pay attention."", 'He appears to be smug, especially when he uses the word ""combinatorics"". The intro sequence sucks, no doubt about it. However, he is also a nice guy.', 'The patron saint of smugness.']",[]
295,Humanities,1085,University of Chicago,Carmen,,Merport,2574106,0,zero,TEACHER,PROFESSOR,N/A,[],[]
296,Physics,1085,University of Chicago,Frank,,Merritt,291107,10,average,TEACHER,PROFESSOR,3.3,"['Great class. The material is extremely interesting, although the pace is questionable, since the same material is covered in a quarter, that would take a semester (or longer) in most other schools.', ""He is a god awful lecturer and completely opaque when it comes to his tests.  He assigned a midterm on material we were not done covering only a week ahead, where we were expected to know about 100 problem types and only would be graded on 5.  A disaster of a class if you don't already know the course, but then why would you take it anyway?"", ""He's an exceptionally nice guy with his heart in all the right places. His trouble, however, lies in his lack of ability to gauge students' understanding. He provided a very thorough introduction to physics though."", ""Merrit is an easy-going guy. But he's not really an amazing instructor, though he's really nice."", 'Honors Physics was my first physics course ever, but I had an extensive math background. As such, I found thinking in a ""physics way"" the hardest part of all and thought Merritt did a good job of bringing that to the table.  I can definitely see people who hadn\'t had more advanced math might be overwhelmed.', ""Nice guy but is disconnected with the real world. Doesn't understand the ability of his students, and consequently crams huge amts. of material. Once sent an email about the final exam roughly 8 hr (midnite) before it began."", ""Pretty bad.  Can't make the class at an appropriate level of difficulty if his life depended on it.  Either it was exceedingly easy (if one had a strong physics background) or exceedingly hard.  Skipped office hrs all of reading period."", ""Lectures are bad. Throws up all sorts of derivations but doesn't explain. Doesn't teach in an intuitive way. Very patient and nice tho. Has high expectations of the students. As others say, solution for a single problem was 3 pg long.i.e expects alot!"", ""As others say, he's helpful during office hrs, but very hard.  Expectations are sorta unreasonable at times (i.e. on one problem set, the solution ended up being 3.5 pgs long).  Tests are crazy hard too.  Don't take unless you had solid hs physics."", ""Nice guy, but very hard.  Lectures are difficult to understand if you haven't read the book previously.  Good at office hrs.  He's very, very, very tough.  Merritt's Physics is a very hard version of 130s...""]",[]
297,Physics,1085,University of Chicago,Stephan,,Meyer,2116344,0,zero,TEACHER,PROFESSOR,N/A,[],[]
298,English,1085,University of Chicago,Mark,,Miller,566090,6,good,TEACHER,PROFESSOR,4.3,"[""i was mobilized to respond to the one negative review. i couldn't disagree more on his usefulness one-on-one. he was extraordinarily helpful to me on my paper--which was, by the way, outside of his immediate research interests. he really makes time for his students. don't miss taking a course with him. he's been the best professor i've had by far."", ""Mark helped to revolutionize the way that I think- about texts, about the world. Engaging lecturer and leads discussions where students feel supported to take intellectual risks but are challenged consistently. Doesn't assign huge loads of reading, but expects you devote a lot of time to what is assigned- depth over quantity. Good paper feedback!"", 'Mark is a good lecturer, but a very poor person to work with on an independent study or project.  He is not helpful, un-interested in things outside of his own domain, and does not strike me as a particularly interesting or innovative scholar.  I appreciate his working with me, but it was not a good experience and I warn others against doing so.', 'Very lucid and engaging lectures', 'I have more admiration than I can express for Professor Miller as a scholar, teacher, mentor, and human being.  His book on Chaucer is excellent.  See Sonnet 116...', ""Good class.  Entertaining discussions, good class vibe.  And he's v. cute.""]",[]
299,English,1085,University of Chicago,Glynis Kaye,,Miller,1130624,1,good,TEACHER,PROFESSOR,5.0,"[""GREAT instructor. She made learning fun. I loved the poetry project. Didn't think I would enjoy an online course but Prof Miller made a believer out of me! Srongly Recommend!""]",[]
300,Physics,1085,University of Chicago,David,W,Miller,1943652,0,zero,TEACHER,PROFESSOR,N/A,[],[]
301,Biology,1085,University of Chicago,Alan,,Molumby,1272518,3,good,TEACHER,PROFESSOR,4.7,"[""Goes off on a tangent once per week but manages to connect back to the material which would always help me remember. I wish I could have him teach more classes. His lectures we're very specific and detail oriented, however you could easily predict the material that would be on the exam."", ""Molumby is a great professor. He's so enthusiastic about teaching and gives great examples. Attendance isn't mandatory, but he gives points for iclicker questions he gives in class. His exams are difficult and he thrives on giving trick questions. Study and read the chapters and you'll be fine."", 'No Comments']","['Get ready to read', 'Inspirational', 'Respected', 'Respected', 'Get ready to read', 'Inspirational']"
302,Mathematics,1085,University of Chicago,Antonio,,Montalban,882249,2,good,TEACHER,PROFESSOR,5.0,"['Great!', ""Antonio pauses often to take questions from the class.  He's conversational and funny, and really helped me clarify my thinking by patiently explaining the logic of proof-writing.  Definitely take a class from him.""]",[]
303,Biology,1085,University of Chicago,Corrie,,Moreau,1637727,4,good,TEACHER,PROFESSOR,4.9,"[""Dr. Moreau is a wonderful teacher and really cares about the students.  One paper, one midterm, and a final. It takes work, but it's worth taking her."", 'prof moreau talks fast but cool class', 'Dr. Moreau obviously loves teaching evolution and that makes you want to learn more!', 'Dr. Moreau is very enthusiastic about evolutionary biology and that makes you want to learn.']",[]
304,English,1085,University of Chicago,Benjamin,,Morgan,2574109,0,zero,TEACHER,PROFESSOR,N/A,[],[]
305,Science,1085,University of Chicago,Elisabeth,,Moyer,2594064,1,poor,TEACHER,PROFESSOR,1.0,"['Beware of this professor. She\'s late and unprepared for every lecture, yet continues lecturing long after the end of class. An unreasonable amount of homework, although informative, is extremely difficult and almost always posted less than 24 hours before it is due with a strict ""no late work"" policy. Has a belittling attitude towards students.']","['Get ready to read', 'Lots of homework', 'Lecture heavy', 'Lots of homework', 'Get ready to read', 'Lecture heavy']"
306,Sociology,1085,University of Chicago,Anna S.,,Mueller,2407426,0,zero,TEACHER,PROFESSOR,N/A,[],[]
307,Languages,1085,University of Chicago,Salikoko,,Mufwene,2352450,7,average,TEACHER,PROFESSOR,2.6,"['Took the Creole genesis and genetic linguistics class. Did a lot of work as geneticists in various parts of the world. Still need to study the Latin American region, where both Spanish and Portuguese had an impact on the emergence of creoles based on those languages. See ed. book ""Iberian Imperialism and language evolution in Latin America"" 2014.', 'There is sufficient material to study the process of creolization in and out of the plantation environment. Language is like species and structural features like genes. Then it seems U can study any language and apply the theory. Read the latest edited vol. Iberian Imperialism and Language Evolution in Latin America 2014 U Chicago & find the clues.', 'There is certainly a need to review his proposals on language evolution in the plantation environment. It would be useful to move on from the African setting to the Americas, and to compare the contexts in which English was imposed on the population of African descent. A major lecture or book on the American Civil War may clarify the issues.', 'I found the language data thrown in this class already outdated. In addition, there are many contradictions between theory and practice, as though the theory did not really fit into practice. Time to update and reconsider views on language evolution.', 'In order to understand the connection between language and biological evolution, you will have to read solid papers on the plantation environment. By the second generations, the speakers begin to show different traits. You also have to take a good look at his edited volumes. They will give you plenty of clues.', 'As the theories on biological and cultural evolution are applied to language evolution they turn even more interesting.', 'Biological and cultural evolution is an exciting field that help us understand how these two fields intersect.']","['Gives good feedback', 'Lecture heavy', 'Gives good feedback', 'LECTURE HEAVY']"
308,Anthropology,1085,University of Chicago,Salikoko,,Mufwene,2352451,0,zero,TEACHER,PROFESSOR,N/A,[],[]
309,Business,1085,University of Chicago,Kevin,,Murphy,1232995,2,good,TEACHER,PROFESSOR,5.0,"[""Best Teacher I've ever had."", 'Best Professor I have ever had']","['Amazing lectures', 'Would take again', 'Inspirational']"
310,Art History,1085,University of Chicago,Shade,,Murray,2620262,0,zero,TEACHER,PROFESSOR,N/A,[],[]
311,Mathematics,1085,University of Chicago,Vipul,,Naik,1830734,0,zero,TEACHER,PROFESSOR,N/A,[],[]
312,Biology,1085,University of Chicago,Piers,,Nash,1713317,9,good,TEACHER,PROFESSOR,5.0,"[""It's been years since my college days where fun goes to die. I can honestly say that I only remember a handful of professors, and fewer still for being good. Professor Nash was one of the good ones. Perhaps one of the most intelligent and interesting lecturers I have ever met."", ""I decided to major in Biology and get a PhD because of Professor Nash. He opened my eyes to the wonder, complexity and beauty of biology in ways that almost no one else did. I recall my head spinning with excitement after his lectures and realizing how amazing cells are and how little we understand. I'd rank him #1 (or at least top 5) for me, ever."", ""Dude didn't give many lectures (like a set of guest lectures) but they were among the most inspiring about the complexity of biology I ever experienced. TED-esque awesome even remembering from a few years back now. "", 'This was a very small course and I felt I learned a lot. But the material was an odd mix and the different professors had very different styles and it felt uneven. Nash was very engaged and had good analogies to tie things together.The other profs were so-so. Mostly I felt the course was an afterthought for most of them. Zhao barely made sense.', ""This was a good course - particularly professor Nash's material.  He made me think and I learned a lot.  His lectures were well done but the best part were the long conversations at the end of class.  He clearly loves teaching and was always willing to hang around, sometimes for an hour, answering questions well beyond the course material.  Great."", ""Very helpful and good teacher but only taught the first third.  The rest of the course was terrible.  Disorganized, boring and annoying.  Why don't they just get Nash to teach the whole thing?  That would be a much better."", ""I took this course a couple years ago.  I liked it at the time well enough.  Now a few years out most of the other professors have faded from my mind.  Professor Nash is an exception.  His keenness, versatility and ability to challenge us on any idea still stick with me.  If every professor were this good I'd have gotten so much more out of my BS."", ""Fantastic!  He made me think more in one week than all my other med school and grad school professors. Seriously brilliant mind-blowing stuff. Too bad he only taught a small part of the course. He was so much better than the others. I'm really sorry he isn't teaching more. This is what a professor should be."", ""Really engaged and always seemed to care.  Great lectures with a voice you could listen to for hours.  Asked questions that really made me think about the big picture in cancer.  Easily the best prof in this course.  I heard he might not be teaching this any more, so I'm glad I took it while he was still involved.""]","['Inspirational', 'Amazing lectures', 'Would take again', 'Gives good feedback', 'Respected', 'Gives good feedback', 'Accessible outside class', 'Inspirational', 'Respected', 'Inspirational', 'Amazing lectures']"
313,Art History,1085,University of Chicago,Richard,,Neer,194329,12,good,TEACHER,PROFESSOR,4.0,"['Truly a standout in the field.', 'Great. He wrote the text book so lectures are engaging because he knows that you will get all the information you need from the book, which means he just lectures on what he finds interesting, ', 'Great!!!!!!!!!!!!!!!!!!!!!!!!', ""I will marry Professor Richard Neer. He is a god among mere mortal professors! He is the best instructor I have ever had. ever. I remained completely engaged in every lecture and nearly spoke out every class because I was so in rapture with what he was speaking of. I wish I could major in all courses taught by Prof Neer. And he's so cute!"", ""Completely nerdy and awesome, great class. But, he's not teaching again till 2008 :-("", 'No Comments', 'Tough but fair!', 'omg he is sooo hot!!', 'Wonderful lecturer, but unwilling to talk to students.  Looks a little bit like a hobbit :)', 'awesome prof, animated and great lecturer, addresses questions well, and well... hmm... yes', ""Wow. This guy is probably the best lecturer I've ever heard at the U of C. He packed an unbelievable amount of information into each session (okay, so taking notes was a little exhausting), and he kept the material lively."", 'No Comments']","['Respected', 'Participation matters', 'Amazing lectures', 'Gives good feedback', 'Caring', 'Respected', 'Participation matters', 'Caring']"
314,English,1085,University of Chicago,Anahid,,Nersessian,1320904,1,good,TEACHER,PROFESSOR,5.0,"[""AMAZING PROFESSOR. Smart, snarky, interested in what her students have to say, clever, kind, interesting. Knows her subject, does her research, and if she can't answer a question when you ask it she'll get back to you. Available if you need assistance, and SO approachable. She'll help with a thesis, talk about books, or just life in general.""]",[]
315,Mathematics,1085,University of Chicago,Bao Chau,,Ngo,1480069,10,good,TEACHER,PROFESSOR,5.0,"[""He's the best I've ever had. If you lose the foundation for math. Just take him."", 'He is caring and respected by his students. He explained everything very well. I hated math before, but now I love math so much.', 'OMG, I love this professor!', 'Awesome and very nice guy', 'Awesome professor', 'Very good prof, excellent lectures', 'super goooood', 'great', 'Great professor', 'Nice prof']","['Inspirational', 'Caring', 'Respected', 'Gives good feedback', 'Respected', 'Inspirational', 'Caring', 'Gives good feedback', 'Respected', 'Inspirational', 'Caring']"
316,History,1085,University of Chicago,David,,Nirenberg,2147416,1,good,TEACHER,PROFESSOR,5.0,['Very challenging but totally worth it.'],"['Tough grader', 'Get ready to read', 'Hilarious', 'Tough Grader', 'Get ready to read', 'Hilarious']"
317,Biology,1085,University of Chicago,Marcelo,,Nobrega,1700058,2,good,TEACHER,PROFESSOR,5.0,"['I took this class to fulfill a biology requirement form UChicago. I had no interest in the topic (genomics). I could not anticipate that i would LOVE this class. Dr. Nobrega is an amazing lecturer, engaging, witty, incredibly knowledgeable, approachable. I highly recommend this professor.', 'I took this class to fulfill a biology requirement form UChicago. I had no interest in the topic (genomics). I could not anticipate that i would LOVE this class. Dr. Nobrega is an amazing lecturer, engaging, witty, incredibly knowledgeable, approachable. I highly recommend this professor.', 'Dr. Nobrega is one of the best professors I have had at UC. Approachable, witty, his passion for genetics is contagious, he explains hard concepts in a clear way. His exams are tough and too long for the allotted time.']","['Amazing lectures', 'Gives good feedback', 'Inspirational', 'Gives good feedback', 'Inspirational', 'Amazing lectures']"
318,Mathematics,1085,University of Chicago,Madhav,,Nori,419416,6,good,TEACHER,PROFESSOR,4.3,"['Clear lectures, hard homework, always available for help!', ""One of the best math teachers you'll ever meet. Austere, graceful and generous. Sorry that he doesn't involve the audience too much. Math is larger than you and I: he presents the material in its integral form and holds the bar at the respectful height.  The clarity makes it easy.  He means exactly what he says: think it over if it's non trivial."", 'Pitched class at too high a level. Taught an intro undergrad class as if we were grad students. Little understanding of the abilities of students.', 'great professor!! incredibaly talented and very helpful. It was an honor to be in his class.', 'No Comments', ""he's hard and fast but superb prof. mumbles a lot.  awesome instructor though.  doesn't understand the difficulties some ppl have with the material tho, but a nice guy though!!""]","['Inspirational', 'Respected', 'Accessible outside class', 'Respected', 'Accessible outside class', 'Inspirational']"
319,History,1085,University of Chicago,William,,Novak,648589,5,good,TEACHER,PROFESSOR,4.4,"['His lectures are actually engaging, unlike most professors.', 'Great professor! Knows his stuff, and loves what he does, which makes it a much better experience for us. His class was definitely worthwhile, and beneficial.', ""He's a really great professor. He's smart, a nice guy, doesn't assign a ton of expensive books, encourages class discussion, doesn't seem to have a political agenda, etc. He seems really enthusiastic about the subject and really eager to help students learn. I would definitely recommend him without hesitation."", 'I was surprised to see this professors ratings.  He was an excellent professor when I was an undergraduate in the late 1990s.  I thought he was smart, engaging, unpretentious,and willing to entertain outside opinions.  All in all, one of the better professors at Chicago.', 'His lectures can be rather boring but he is available for help outside of class']",[]
320,Social Work,1085,University of Chicago,Melissa,,Novak,2633586,1,poor,TEACHER,PROFESSOR,1.0,"['By far one of the worst sexuality classes I have ever taken. Brought in cis-straight people from her business to talk about trans people as ""experts."" I would urge you to avoid this class because her grading on mandatory journals throughout the quarter is by page amount, and if it is formatted in docx or not. Like what kind of professor does that?']","['Tough grader', 'Participation matters', 'Graded by few things', 'Participation matters', 'Graded by few things', 'Tough grader']"
321,Mathematics,1085,University of Chicago,Ben,,O'Connor,2267479,4,good,TEACHER,PROFESSOR,5.0,"['Incredible teacher. Excited about mathematics but in a really cool way. He genuinely tries to help you and is ALWAYS available. Great teacher, great personality.', 'Great teacher plus super cute', 'Awesome class, best math grad student at UChicago.', ""Best instructor ever. He got me really interested in math, and he explained concepts in a way that it seems so easy. (and He's hot)""]","['Accessible outside class', 'Gives good feedback', 'Inspirational', 'Amazing lectures', 'Caring', 'Gives good feedback', 'Inspirational', 'ACCESSIBLE OUTSIDE CLASS', 'Gives good feedback', 'ACCESSIBLE OUTSIDE CLASS', 'Caring', 'Inspirational', 'ACCESSIBLE OUTSIDE CLASS', 'Amazing lectures']"
322,Political Science,1085,University of Chicago,Eric,,Oliver,993603,0,zero,TEACHER,PROFESSOR,N/A,[],[]
323,Political Science,1085,University of Chicago,J. Eric,,Oliver,1040781,0,zero,TEACHER,PROFESSOR,N/A,[],[]
324,Sociology,1085,University of Chicago,Etienne,,Ollion,1185507,4,good,TEACHER,PROFESSOR,4.8,"['perfection:P', ""He's amazing."", '', 'No Comments']",[]
325,Fine Arts,1085,University of Chicago,Geof,,Oppenheimer,1538131,4,good,TEACHER,PROFESSOR,3.6,"['The only two options relevant I believe important. He was extremely helpful and he was clear. I would strongly recommend him if you are interested in your own growth. Easiness was a required option to select so working for it is accurate.', ""He is not a good teacher for those not interested in art.  However, if you actually care about the arts than he's a great professor who you can learn a lot from.  He just doesn't tolerate those who act like they're only taking his class for the core well."", ""It was a very difficult class, but also very rewarding. I think many people take this class expecting to paste collages all day and receive an easy A, but I'm glad that at this very arts-unfriendly school we have classes that take itself seriously. Geoff may come across harsh at times but not without reason. If you put forth effort you should do ok"", ""He's not a great teacher. He spends a lot of time talking but not very good at teaching. He's really arrogant which is his worst trait.""]","['Would take again', 'Gives good feedback']"
326,Physics,1085,University of Chicago,Mark,,Oreglia,532307,3,good,TEACHER,PROFESSOR,4.0,"[""Most organized professor I've ever had. He posts all the lecture notes online and supplemental materials too which is very helpful. Overall great teaching style if you put in work to his class all the resources you could want are there for you."", 'No Comments', 'No Comments']","['Amazing lectures', 'Tests? Not many', 'Respected']"
327,Biology,1085,University of Chicago,Mark,,Osadjan,1183155,7,good,TEACHER,PROFESSOR,5.0,"['AWESOME professor. Clearly wants his students to succeed! Its not mandatory to go to lecture but I would definitely suggest it since he keeps them pretty interesting and everything you need to know comes from the lectures. HIGHLY suggest taking Biology and Society with him!!!', ""Mark is a fantastic guy!! He makes me want to take every bio class with him even though I'm not a bio major. He's super fun and wants everyone to succeed and pass his class. He has a dry sense of humor and makes lectures fun. 10/10 would recommend! He clearly loves his job so much and gets very excited when he teaches!"", 'Dr. Osadjan is a great professor!! I would highly recommend taking him for Biology and Society. He genuinely cares about his students passing the class, and curves tests. Lecture is not mandatory, however I would highly recommend going because his test questions comes from what he discusses in lecture, not the book. Overall, a great guy!', 'This professor is awesome! He loves his job and WANTS his students to pass, very understanding and is always there for you. Highly recommend taking him. He makes lecture fun and easy to learn/listen to.', 'He is a great professor. Gets to know his students and is obviously just an all around good person. Would definitely like to take other classes with him as the professor.', ""He's cool, keeps lectures interesting. Very enjoyable class. Lab are laborious and time consuming- but not mentally hard- just a bunch of exercise. Take this class."", 'Always keeps class interesting by relating the material to relevant and interesting phenomena.']","['Caring', 'Respected', 'Hilarious', ""Skip class? You won't pass."", 'Would take again', 'Respected', 'Inspirational', 'Hilarious', ""Skip class? You won't pass."", 'ACCESSIBLE OUTSIDE CLASS', 'Caring', 'Respected', 'Hilarious', 'Caring']"
328,Political Science,1085,University of Chicago,John,,Padgett,1719648,0,zero,TEACHER,PROFESSOR,N/A,[],[]
329,Mathematics,1085,University of Chicago,Benjamin,,Palacios,2673093,0,zero,TEACHER,PROFESSOR,N/A,[],[]
330,History,1085,University of Chicago,Ada,,Palmer,2445495,0,zero,TEACHER,PROFESSOR,N/A,[],[]
331,Anthropology,1085,University of Chicago,Stephan,,Palmie,233403,12,good,TEACHER,PROFESSOR,4.8,"[""He's one of the smartest professors you'll have, and the least pretentious.  I had no interest in this class when I started - but now I think it was my favorite part of the core.  He's incredible. Go to every class because you'll learn A LOT."", 'professor palmie is a wonderful professor and truly cares about his students.', 'Palmie was Quite Good', 'Funny, clear, knowledgeable', 'He is fabulous', 'awesome.', ""He was the best profesor I've met."", 'Stephan is my hero!', 'He is one of the greatest professors I have ever had. Period. End of story.', 'amazing professor. Probably the best professor I have ever had.', 'Fun to listen to him!', 'Great!  Good stories too!']",[]
332,Information Science,1085,University of Chicago,Utku,,Pamuksuz,2582048,0,zero,TEACHER,PROFESSOR,N/A,[],[]
333,Biology,1085,University of Chicago,Tao,,Pan,549934,4,poor,TEACHER,PROFESSOR,2.2,"['difficult to understand due to mumbling, irrationally yells', 'An evil, evil man.', 'Good and organized teacher. Worked to stimulate critical thought, not just memorization. Work load was quite reasonable in quantity and difficulty.', 'Mumbles when he speaks, very low correlation between reading materials and in class lectures to midterm and final']",[]
334,Social Work,1085,University of Chicago,Shipra,,Parikh,1969961,2,good,TEACHER,PROFESSOR,3.8,"['Great', 'She is a nice person and tries to keep her class interesting. However, the tests are very tough and sometimes very confused. ']","['Group projects', 'Caring']"
335,Political Science,1085,University of Chicago,Tianna,,Paschel,1784842,0,zero,TEACHER,PROFESSOR,N/A,[],[]
336,Psychology,1085,University of Chicago,Matthew,,Patton,1191162,0,zero,TEACHER,PROFESSOR,N/A,[],[]
337,Languages,1085,University of Chicago,.,,Pavel,585522,4,good,TEACHER,PROFESSOR,4.8,"['Wonderful, warm man with an incomparable knowledge of and love for the texts he teaches. Has a habit of getting so excited with what he is teaching he stands up and gesticulates before trying to tame himself into a facade of academic distance. Evince some interest in the books and he will not let you fail. The best teacher I have had.', ""Pavel is awesome, he's the nicest guy I've ever met, and he's actually been knighted by France. He's a very kind professor and really cares about his students, plus he's funny. Take one of his classes if you ever have a chance!!"", 'Wonderful professor for Hum. Prof. Pavel is very funny and engaging. I only wish he could have taught us all 3 quarters instead of 1.', 'Wonderfully kind, brilliant man, who gave interesting lectures.  Very sympathetic to students.  Outstanding asset to the university.']",[]
338,Biology,1085,University of Chicago,Iglika,,Pavlova,459814,8,average,TEACHER,PROFESSOR,3.4,"[""She's interesting.. "", 'I had Professor Pavlova for eliminating infectious diseases.  the course was pretty interesting and she is a great teacher.  She gives a lot of handouts to read.', 'Three words: Bat Sh*t Psycho', 'No Comments', ""Core Bio instructor. Possses rather...unusual sense of humor and uses native Bulgarian idioms. Clearly plays favorites (though I don't know of anyone in her doghouse). Easy, but makes us do a lot of busywork."", 'Oooh yeah!', 'Great teacher! Funny, eager to help, and easy! A very nice twist to the usual boring biology you get in upper level education...', ""Kind of crazy, but a fantastic teacher with a great (if decidedly off-beat) sense of humor.  If you're forced to take Core Bio, take it with her--you'll actually enjoy it.""]","['Get ready to read', 'Gives good feedback', 'Lecture heavy']"
339,Classics,1085,University of Chicago,Mark,,Payne,896125,2,good,TEACHER,PROFESSOR,4.2,"[""The transition from first quarter to second quarter Greek was really difficult (I eneded up dropping the class) but professor Payne is still a really brilliant guy. As long as you're on top of your game, you're fine - his lecture style is very clear and concise."", 'Mark presented extremely clear lectures, and was always willing to help outside of class. He pretty much stuck with the Mastronarde text, and often brought insightful texts to class for translation and discussion. Very knowledgeable about ancient poetics.']",[]
340,Economics,1085,University of Chicago,Sam,,Peltzman,648587,1,average,TEACHER,PROFESSOR,3.0,"['Considered a star professor. His classes were large and popular. He is as funny as a comedian.  However, I did not learn anything useful. The questions on the final were a complete surprise.']","['Tough grader', 'Hilarious', 'Graded by few things', 'Tough grader', 'Hilarious', 'Graded by few things']"
341,Chemistry,1085,University of Chicago,Juan Marcelo,,Peralta,896345,0,zero,TEACHER,PROFESSOR,N/A,[],[]
342,Biology,1085,University of Chicago,Robert,,Perlman,761532,2,average,TEACHER,PROFESSOR,3.0,"['Invested in students, enthusiastic about material, approachable and thoughtful', 'WORST CLASS EVER! The papers are assigned as proof that the student has read the material, the lectures are incredibly boring and disorganized, and the whole class just generally makes me want to throw up a little bit in my mouth.What happened to critical thought? This class is based on mindless summary.']","['Participation matters', 'Gives good feedback', 'Respected', 'Gives good feedback', 'Respected', 'Participation matters']"
343,Business,1085,University of Chicago,Amil,,Petrin,975681,0,zero,TEACHER,PROFESSOR,N/A,[],[]
344,Economics,1085,University of Chicago,Tomas,,Philipson,619609,4,good,TEACHER,PROFESSOR,4.5,"[""He was a great teacher. I learned a lot and his techniques helped me learn faster. Plus he's hot so I wanted to go to every class."", ""I thought he was one of the best teachers I've ever had. Plus he's really hot!"", 'nice guy...a little weird though', 'No Comments']",[]
345,Theology,1085,University of Chicago,Lucy,,Pick,126789,7,average,TEACHER,PROFESSOR,3.0,"['Excellent material and help in understanding ti.', ""Dr. Pick is a good professor with a deep knowledge of her subject. She can seem a little forbidding sometimes, but Dr. Pick is always willing to spend time helping students if your questions are actually intelligent.  Doesn't really suffer fools very well (and why should she?)."", ""Not a good course.  Not helpful.  Didn't challenge me in a meaninful way to learn."", 'I found her to be kind, helpful, and a fun teacher all around.', ""awful class,awful teacher, it's as if she;s there to discourage youfrom religious studies"", 'passion and poise, with a splash of something intoxicating. Always; perfect lips', 'she is an awful teacher, only knows about medieval christianity']","['Participation matters', 'Clear grading criteria', 'Gives good feedback', 'Gives good feedback', 'Participation matters', 'Clear grading criteria']"
346,Geography,1085,University of Chicago,Sonja,,Pieck,885120,2,good,TEACHER,PROFESSOR,5.0,"['Fabulous professor. Well informed and very supportive.', ""Sonja was great. She just started teaching and really tries hard - and it pays off. She's attentive and helpful to her students, and she successfully applies the theory you learn to PRACTICAL STUFF! As we all know, that's very rare at the U. of C.""]",[]
347,Biology,1085,University of Chicago,Oscar,,Pineda Catalan,2562190,2,good,TEACHER,PROFESSOR,4.5,"['This guy was adorable and clearly passionate. Was easy because he explained it well.', 'This guy was adorable and clearly passionate. Was easy because he explained it well.', ""so sweet and caring but don't take this class if you are looking for an easy core bio. think its messed up that you have to kill bugs for the lab in autumn (in winter I don't think they have to do this). yeah anyway fell asleep in this class (it was an 830, I don't care about bio) but smile at the prof whenever I run into him""]","['Caring', 'Participation matters', ""Skip class? You won't pass."", 'Hilarious', 'Respected', 'Participation matters', 'Hilarious', 'Caring', 'Respected', ""Skip class? You won't pass."", 'Caring']"
348,Political Science,1085,University of Chicago,Paul,,Poast,2335438,2,average,TEACHER,PROFESSOR,3.0,"['Poast is a beast. Really entertaining professor. As far as UChicago professors go, his class is not too difficult--even non polisci majors can get an A if they work for it.', ""Prof Poast's class was unnecessarily easy. Despite being an intro class, the lectures were only 30 minutes per week, which is virtually nothing in content. The readings were remotely connected to the themes of the lectures, and the final project was a middle-school level model UN debate. If seeking to learn something new, find a different prof."", 'Poast is a beast. Really entertaining professor. As far as UChicago professors go, his class is not too difficult--even non polisci majors can get an A if they work for it.']","['Group projects', 'Amazing lectures', 'Group projects', 'Amazing lectures']"
349,Social Work,1085,University of Chicago,Harold,,Pollack,1140836,3,good,TEACHER,PROFESSOR,4.7,"['Prof. Pollack is a very good teacher. He is a caring- brilliant man. You will learn a lot from him. Although there are so many readings, it is worth-learning. He gives a good grade. Amazing person.', ""Difficult class for those who aren't math-oriented and/or haven't had econ before. He explains the concepts in class but oftentimes you are left to figure out on your own the mathematical parts. Despite how busy he is, he makes himself accessible to students, unlike other professors I've had at SSA. This made the class worthwhile!"", 'Good teacher, interested in making sure students understand basic principles.  Adjusts syllabus and exams as he goes to make sure students understand.  Good sense of humor.  Fair grader.']","['Amazing lectures', 'Gives good feedback', 'Respected']"
350,History,1085,University of Chicago,Kenneth,,Pomeranz,2328190,0,zero,TEACHER,PROFESSOR,N/A,[],[]
351,History,1085,University of Chicago,Moishe,,Postone,1120175,4,good,TEACHER,PROFESSOR,4.5,"[""He is the best professor I've ever seen. Very knowledgable. His stories are always interesting and he cracks jokes sometimes."", 'heck of a professor. i took his class as the second in a series of three core classes, and his section was a HUGE improvement over the first one (taught by john levi martin). smart guy, makes dense readings more accessible, and is receptive to students who are having trouble like i was. take one of his classes.', 'This guy is Marx crazy. He loves you if you talk. He picks out stuff from the texts other profs would skip by, and shows make it really interesting.', 'Very knowledgeable and understanding. Likes clear papers that reflect understanding of the readings.']","['Amazing lectures', 'Inspirational', 'Respected', 'Respected', 'Inspirational', 'Amazing lectures']"
352,Psychology,1085,University of Chicago,Seamus,,Power,2039232,0,zero,TEACHER,PROFESSOR,N/A,[],[]
